sequenceID	m49_country.display_name	gb_length	non_n_length	gb_genotype	recogniser_genotypes	reverse_complement	rotation
KF169412	China	599	599	-	C	FALSE	230
KF169413	China	437	437	-	C	FALSE	252
KF169414	China	623	623	-	C	FALSE	254
KF169415	China	565	565	-	C	FALSE	196
KF169416	China	612	612	-	C	FALSE	243
KF169417	China	566	566	-	C	FALSE	254
KF169418	China	606	606	-	C	FALSE	240
KF169419	China	606	606	-	C	FALSE	237
KF169420	China	599	599	-	C	FALSE	230
KF169421	China	599	599	-	C	FALSE	230
KF169422	China	550	550	-	C	FALSE	177
KF169423	China	612	612	-	C	FALSE	243
KF169424	China	606	606	-	C	FALSE	237
KF169425	China	591	591	-	C	FALSE	243
KF169426	China	450	450	-	C	FALSE	243
KF169427	China	591	591	-	C	FALSE	182
KF169428	China	606	606	-	B	FALSE	237
KF169429	China	623	623	-	B	FALSE	254
KF169430	China	606	606	-	C	FALSE	234
KF169431	China	623	623	-	B	FALSE	254
KF169432	China	606	606	-	C	FALSE	237
KF169433	China	612	612	-	B	FALSE	243
KF169434	China	606	606	-	C	FALSE	234
KF169435	China	585	585	-	C	FALSE	237
KF169436	China	606	606	-	B	FALSE	237
KF169437	China	606	606	-	C	FALSE	237
KF169438	China	606	606	-	C	FALSE	237
KF169439	China	565	565	-	C	FALSE	196
KF169440	China	565	565	-	C	FALSE	199
KF169441	China	599	599	-	C	FALSE	230
KF169442	China	612	612	-	C	FALSE	243
KF169443	China	599	599	-	C	FALSE	230
KF169444	China	565	565	-	C	FALSE	196
KF169445	China	612	612	-	C	FALSE	246
KF169446	China	565	565	-	B	FALSE	196
KF169447	China	606	606	-	C	FALSE	237
KF169448	China	612	612	-	B	FALSE	243
KF169449	China	501	501	-	B	FALSE	228
KF169450	China	565	565	-	B	FALSE	196
KF169451	China	565	565	-	C	FALSE	196
KF169452	China	599	599	-	B	FALSE	233
KF169453	China	512	512	-	C	FALSE	143
KF169454	China	474	474	-	C	FALSE	243
KF169455	China	564	564	-	C	FALSE	185
KF169456	China	606	606	-	C	FALSE	237
KF169457	China	606	606	-	C	FALSE	237
KF169458	China	565	565	-	B	FALSE	196
KF169459	China	551	551	-	C	FALSE	230
KF169460	China	612	612	-	B	FALSE	234
KF169461	China	565	565	-	B	FALSE	187
KF169462	China	599	599	-	C	FALSE	230
KF169463	China	599	599	-	C	FALSE	230
KF169464	China	612	612	-	C	FALSE	243
KF169465	China	599	599	-	C	FALSE	230
KF169466	China	581	581	-	C	FALSE	230
KF169467	China	563	563	-	C	FALSE	233
KF169468	China	599	599	-	C	FALSE	230
KF169469	China	553	553	-	C	FALSE	142
KF169470	China	599	599	-	C	FALSE	0
KF169471	China	406	406	-	C	FALSE	190
KF169472	China	557	557	-	C	FALSE	192
KF169473	China	565	565	-	B	FALSE	196
KF169474	China	565	565	-	C	FALSE	196
KF169475	China	416	416	-	C	FALSE	0
KF169476	China	565	565	-	B	FALSE	196
KF169477	China	612	612	-	C	FALSE	243
KF169478	China	565	565	-	B	FALSE	196
KF169479	China	599	599	-	B	FALSE	230
KF169480	China	606	606	-	B	FALSE	237
KF169481	China	565	565	-	C	FALSE	196
KF169482	China	514	514	-	C	FALSE	142
KF169483	China	565	565	-	B	FALSE	196
KF169484	China	361	361	-	C	FALSE	193
KF169485	China	599	599	-	B	FALSE	230
KF169486	China	565	565	-	C	FALSE	196
KF169487	China	599	599	-	C	FALSE	230
KF169488	China	599	599	-	C	FALSE	233
KF169489	China	599	599	-	C	FALSE	230
KF169490	China	565	565	-	B	FALSE	196
KF169491	China	565	565	-	C	FALSE	196
KF169492	China	565	565	-	C	FALSE	196
KF169493	China	558	558	-	B	FALSE	189
KF169494	China	599	599	-	C	FALSE	230
KF169495	China	565	565	-	C	FALSE	196
KF169496	China	606	606	-	B	FALSE	237
KF169497	China	565	565	-	C	FALSE	196
KF169498	China	382	382	-	C	FALSE	196
KF169499	China	599	599	-	B	FALSE	230
KF169500	China	623	623	-	C	FALSE	254
KF169501	China	599	599	-	B	FALSE	230
KF169502	China	606	606	-	C	FALSE	237
KF169503	China	599	599	-	C	FALSE	230
KF169504	China	599	599	-	C	FALSE	230
KF169505	China	599	599	-	B	FALSE	230
KF169506	China	599	599	-	C	FALSE	233
KF169507	China	590	590	-	C	FALSE	199
KF169508	China	623	623	-	C	FALSE	254
KF169509	China	599	599	-	B	FALSE	230
KF169510	China	504	504	-	C	FALSE	183
KF169511	China	599	599	-	B	FALSE	230
KF169512	China	558	558	-	C	FALSE	189
KF169513	China	612	612	-	B	FALSE	243
KF169514	China	565	565	-	B	FALSE	196
KF169515	China	474	474	-	C	FALSE	189
KF169516	China	612	612	-	C	FALSE	243
KF169517	China	612	612	-	C	FALSE	243
KF169518	China	599	599	-	C	FALSE	230
KF169519	China	494	494	-	C	FALSE	230
KF169520	China	565	565	-	B	FALSE	196
KF169521	China	612	612	-	B	FALSE	243
KF169522	China	612	612	-	B	FALSE	243
KF169523	China	599	599	-	C	FALSE	230
KF169524	China	612	612	-	C	FALSE	243
KF169525	China	612	612	-	C	FALSE	243
KF169526	China	612	612	-	C	FALSE	243
KF169527	China	612	612	-	C	FALSE	240
KF169528	China	565	565	-	C	FALSE	196
KF169529	China	623	623	-	C	FALSE	254
KF169530	China	429	429	-	C	FALSE	243
KF169531	China	556	556	-	C	FALSE	176
KF169532	China	527	527	-	B	FALSE	213
KF169533	China	623	623	-	C	FALSE	254
KF169534	China	599	599	-	C	FALSE	230
KF169535	China	605	605	-	C	FALSE	200
KF169536	China	623	623	-	C	FALSE	254
KF169537	China	623	623	-	C	FALSE	257
KF169538	China	590	590	-	C	FALSE	221
KF169539	China	565	565	-	B	FALSE	196
KF169540	China	612	612	-	B	FALSE	243
KF169541	China	599	599	-	C	FALSE	230
KF169542	China	460	460	-	B	FALSE	154
KF169543	China	599	599	-	B	FALSE	230
KF169544	China	599	599	-	B	FALSE	230
KF169545	China	599	599	-	B	FALSE	230
KF169546	China	599	599	-	C	FALSE	230
KF169547	China	565	565	-	C	FALSE	196
KF169548	China	565	565	-	C	FALSE	196
KF169549	China	527	527	-	B	FALSE	214
KF169550	China	599	599	-	C	FALSE	230
KF169551	China	416	416	-	C	FALSE	230
KF169552	China	557	557	-	C	FALSE	179
KF169553	China	612	612	-	C	FALSE	246
KF169554	China	599	599	-	C	FALSE	230
KF169555	China	599	599	-	C	FALSE	230
KF169556	China	606	606	-	C	FALSE	237
KF169557	China	599	599	-	B	FALSE	230
KF169558	China	623	623	-	C	FALSE	254
KF169559	China	599	599	-	B	FALSE	230
KF169560	China	612	612	-	C	FALSE	243
KF169561	China	606	606	-	C	FALSE	237
KF169562	China	612	612	-	B	FALSE	243
KF169563	China	599	599	-	C	FALSE	221
KF169564	China	612	612	-	C	FALSE	243
KF169565	China	612	612	-	C	FALSE	234
KF169566	China	565	565	-	C	FALSE	196
KF169567	China	565	565	-	C	FALSE	196
KF169568	China	606	606	-	C	FALSE	237
KF169569	China	612	612	-	C	FALSE	243
KF169570	China	566	566	-	D	FALSE	230
KF169571	China	612	612	-	C	FALSE	243
KF169572	China	587	587	-	C	FALSE	176
KF169573	China	599	599	-	C	FALSE	230
KF169574	China	612	612	-	C	FALSE	243
KF169575	China	561	561	-	C	FALSE	188
KF169576	China	521	521	-	B	FALSE	210
KF169577	China	605	605	-	C	FALSE	257
KF169578	China	612	612	-	C	FALSE	0
KF169579	China	599	599	-	C	FALSE	230
KF169580	China	599	599	-	B	FALSE	230
KF169581	China	599	599	-	B	FALSE	230
KF169582	China	485	485	-	B	FALSE	186
KF169583	China	599	599	-	B	FALSE	221
KF169584	China	564	564	-	C	FALSE	185
KF169585	China	606	606	-	C	FALSE	237
KF169586	China	453	453	-	C	FALSE	185
KF170739	Sudan	3161	3161	D	D	FALSE	0
KF170740	Sudan	3182	3182	D	D	FALSE	0
KF170741	Sudan	3212	3212	E	E	FALSE	0
KF170742	Sudan	3212	3212	E	E	FALSE	0
KF170743	Sudan	3161	2026	D	D	FALSE	0
KF170744	Sudan	3173	2038	D	D	FALSE	0
KF170745	Sudan	3128	1993	D	D	FALSE	0
KF170746	Sudan	1888	1888	D	D	FALSE	1242
KF170747	Sudan	1888	1888	D	D	FALSE	1239
KF170748	Sudan	1816	1816	D	D	FALSE	1239
KF170749	Sudan	1882	1882	D	D	FALSE	1233
KF170750	Sudan	1918	1918	E	E	FALSE	1242
KF170751	Sudan	1918	1918	E	E	FALSE	1242
KF170752	Sudan	1906	1906	E	E	FALSE	1183
KF170753	Sudan	1918	1918	E	E	FALSE	1242
KF170754	Sudan	3221	2080	A	A	FALSE	0
KF170755	Sudan	3182	2047	D	D	FALSE	0
KF170756	Sudan	3182	2047	D	D	FALSE	0
KF170757	Sudan	3182	2047	D	D	FALSE	0
KF170758	Sudan	3182	2047	D	D	FALSE	0
KF170759	Sudan	3182	2047	D	D	FALSE	0
KF170760	Sudan	3182	2047	D	D	FALSE	0
KF170761	Sudan	3182	2047	D	D	FALSE	0
KF170762	Sudan	3182	2047	D	D	FALSE	0
KF170763	Sudan	3182	2047	D	D	FALSE	0
KF170764	Sudan	3182	2047	D	D	FALSE	0
KF170765	Sudan	3182	2047	D	D	FALSE	0
KF170766	Sudan	3182	2047	D	D	FALSE	0
KF170767	Sudan	3182	2047	D	D	FALSE	0
KF170768	Sudan	3182	2047	D	D	FALSE	0
KF170769	Sudan	3164	2029	D	D	FALSE	0
KF170770	Sudan	3182	2047	D	D	FALSE	0
KF170771	Sudan	3182	2047	D	D	FALSE	0
KF170772	Sudan	3182	2047	D	D	FALSE	0
KF170773	Sudan	3182	2047	D	D	FALSE	0
KF170774	Sudan	3182	2047	D	D	FALSE	0
KF170775	Sudan	3182	2047	D	D	FALSE	0
KF170776	Sudan	3182	2047	D	D	FALSE	0
KF170777	Sudan	3212	2077	D	D	FALSE	0
KF170778	Sudan	3212	2077	D	D	FALSE	0
KF170779	Sudan	3203	2068	E	E	FALSE	0
KF170780	Sudan	3200	2065	E	E	FALSE	0
KF170781	Sudan	3197	2062	E	E	FALSE	0
KF170782	Sudan	3212	2077	E	E	FALSE	0
KF170783	Sudan	3212	2077	E	E	FALSE	0
KF170784	Sudan	3212	2077	E	E	FALSE	0
KF170785	Sudan	3212	2077	E	E	FALSE	0
KF170786	Sudan	3212	2077	E	E	FALSE	0
KF170787	Sudan	3212	2077	E	E	FALSE	0
KF170788	Sudan	3212	2077	E	E	FALSE	0
KF170789	Sudan	3212	2077	E	E	FALSE	0
KF170790	Sudan	3212	2077	E	E	FALSE	0
KF170791	Sudan	218	218	-	E/D/C/I/A	FALSE	0
KF170792	Sudan	218	218	-	D/E	FALSE	0
KF170793	Sudan	218	218	-	E/C/D/J	FALSE	0
KF170794	Sudan	218	218	-	E/D/C/A	FALSE	0
KF170795	Sudan	218	218	-	E/D/C/I/A	FALSE	0
KF170797	Sudan	218	218	-	E/D/C/B/A/J	FALSE	0
KF170798	Sudan	218	218	-	E/D/C	FALSE	0
KF170799	Sudan	218	218	-	E/D/C	FALSE	0
KF170800	Sudan	218	218	-	A	FALSE	0
KF170801	Sudan	218	218	-	E/D/C/A	FALSE	0
KF170802	Sudan	218	218	-	E/C/J/D	FALSE	0
KF170803	Sudan	218	218	-	E/D/C/J	FALSE	0
KF170804	Sudan	218	218	-	A	FALSE	0
KF170805	Sudan	218	218	-	A	FALSE	0
KF170806	Sudan	218	218	-	A	FALSE	0
KF170807	Sudan	218	218	-	E/D/C/A	FALSE	0
KF170808	Sudan	218	218	-	E/D/C/J	FALSE	0
KF170809	Sudan	218	218	-	E/D/C/B/J	FALSE	0
KF170810	Sudan	218	218	-	A/E/B/J/D	FALSE	0
KF170811	Sudan	218	218	-	E/D/C	FALSE	0
KF170812	Sudan	218	218	-	E/D/C	FALSE	0
KF192830	India	3182	3182	-	D	FALSE	0
KF192831	India	3182	3182	-	D	FALSE	0
KF192832	India	3182	3182	-	D	FALSE	0
KF192833	India	3182	3182	-	D	FALSE	0
KF192834	India	3182	3182	-	D	FALSE	0
KF192835	India	3182	3182	-	D	FALSE	0
KF192836	India	3182	3182	-	D	FALSE	0
KF192837	India	3182	3182	-	D	FALSE	0
KF192838	India	3182	3182	-	D	FALSE	0
KF192839	India	3182	3182	-	D	FALSE	0
KF192840	India	3182	3182	-	D	FALSE	0
KF192841	India	3182	3182	-	D	FALSE	0
KF199901	Mexico	3215	3215	F	F	FALSE	0
KF214648	India	3215	3215	I	I	FALSE	0
KF214649	India	3218	3218	I	I	FALSE	0
KF214650	India	3215	3215	I	I	FALSE	0
KF214651	India	3182	3182	C	C	FALSE	0
KF214652	India	3212	3212	C	C	FALSE	0
KF214653	India	3012	3012	C	C	FALSE	0
KF214654	India	3156	3156	C	C	FALSE	0
KF214655	India	3215	3215	C	C	FALSE	0
KF214656	India	3215	3215	A	A	FALSE	0
KF214657	India	3203	3203	A	A	FALSE	0
KF214658	India	3139	3139	A	A	FALSE	0
KF214659	India	3221	3221	A	A	FALSE	0
KF214660	India	3221	3221	A	A	FALSE	0
KF214661	India	3221	3221	A	A	FALSE	0
KF214662	India	3221	3221	A	A	FALSE	0
KF214663	India	3221	3221	A	A	FALSE	0
KF214664	India	3220	3220	A	A	FALSE	0
KF214665	India	3221	3221	A	A	FALSE	0
KF214666	India	3215	3215	A	A	FALSE	0
KF214667	India	3215	3215	C	C	FALSE	0
KF214668	India	3215	3215	C	C	FALSE	0
KF214669	India	3176	3176	C	C	FALSE	0
KF214670	India	3215	3215	C	C	FALSE	0
KF214671	India	3215	3215	C	C	FALSE	0
KF214672	India	3161	3161	C	C	FALSE	0
KF214673	India	3215	3215	C	C	FALSE	0
KF214674	India	3217	3217	C	C	FALSE	0
KF214675	India	3197	3197	C	C	FALSE	0
KF214676	India	3215	3215	C	C	FALSE	0
KF214677	India	3188	3188	C	C	FALSE	0
KF214678	India	1547	1547	C	C	FALSE	0
KF214679	India	2989	2989	I	I	FALSE	0
KF214680	India	3170	3170	I	I	FALSE	0
KF219922	Mexico	3248	3248	G	G	FALSE	0
KF268359	China	463	463	C	D	FALSE	0
KF286213	China	463	463	C	C	FALSE	0
KF286214	China	463	463	D	C/D	FALSE	0
KF286215	China	463	463	D	C/D/B	FALSE	0
KF286216	China	463	463	C	C/D/A/B	FALSE	0
KF286217	China	463	463	C	C/D	FALSE	0
KF286218	China	463	463	D	C/A/D	FALSE	0
KF286219	China	463	463	C	C	FALSE	0
KF286220	China	463	463	B	B	FALSE	0
KF286221	China	463	463	C	C/D	FALSE	0
KF286222	China	463	463	C	C	FALSE	0
KF286223	China	463	463	C	C	FALSE	0
KF286224	China	463	463	C	C/D	FALSE	0
KF286225	China	463	463	C	C	FALSE	0
KF286226	China	463	463	C	C/B	FALSE	0
KF286227	China	463	463	C	C/D	FALSE	0
KF290736	Iran	599	599	D	D	FALSE	0
KF290737	Iran	609	609	D	D	FALSE	0
KF290738	Iran	609	609	D	D	FALSE	0
KF303186	Netherlands	302	302	A	A	FALSE	212
KF303187	Netherlands	302	302	A	A	FALSE	212
KF303188	Netherlands	302	302	A	A	FALSE	212
KF303189	Netherlands	302	302	A	A	FALSE	210
KF303190	Netherlands	302	302	A	D	FALSE	209
KF303191	Netherlands	302	302	A	A	FALSE	212
KF303192	Netherlands	302	302	A	A	FALSE	212
KF303193	Netherlands	302	302	A	A	FALSE	212
KF303194	Netherlands	302	302	A	A	FALSE	212
KF303195	Netherlands	302	302	A	A	FALSE	212
KF303196	Netherlands	302	302	A	A	FALSE	212
KF303197	Netherlands	302	302	A	A	FALSE	212
KF303198	Netherlands	302	302	A	A	FALSE	212
KF303199	Netherlands	302	302	A	A	FALSE	212
KF303200	Netherlands	302	302	A	A	FALSE	212
KF303201	Netherlands	302	302	A	A	FALSE	212
KF303202	Netherlands	302	302	A	A	FALSE	212
KF303203	Netherlands	302	302	A	A	FALSE	212
KF303204	Netherlands	302	302	A	A	FALSE	212
KF303205	Netherlands	302	302	A	A	FALSE	212
KF303206	Netherlands	302	302	A	A	FALSE	212
KF303207	Netherlands	302	302	A	A	FALSE	212
KF303208	Netherlands	302	302	B	B	FALSE	209
KF303209	Netherlands	302	301	B	B	FALSE	209
KF303210	Netherlands	302	302	B	B	FALSE	209
KF303211	Netherlands	302	302	B	B	FALSE	209
KF303212	Netherlands	302	302	B	B	FALSE	209
KF303213	Netherlands	302	302	B	B	FALSE	200
KF303214	Netherlands	302	302	B	B	FALSE	209
KF303215	Netherlands	302	302	B	B	FALSE	209
KF303216	Netherlands	302	302	B	B	FALSE	209
KF303217	Netherlands	302	302	B	B	FALSE	209
KF303218	Netherlands	302	302	B	B	FALSE	209
KF303219	Netherlands	302	302	B	B	FALSE	209
KF303220	Netherlands	302	302	B	B	FALSE	209
KF303221	Netherlands	302	302	B	B	FALSE	209
KF303222	Netherlands	302	302	B	B	FALSE	209
KF303224	Suriname	302	302	B	B	FALSE	209
KF303225	Suriname	302	302	B	B	FALSE	200
KF303226	Suriname	302	302	B	B	FALSE	209
KF303227	Suriname	302	302	B	B	FALSE	209
KF303228	Suriname	302	302	B	B	FALSE	209
KF303229	Suriname	302	302	B	B	FALSE	0
KF303230	Suriname	302	302	B	B	FALSE	209
KF303231	Suriname	283	283	B	B	FALSE	0
KF303232	Suriname	302	302	B	B	FALSE	209
KF303234	Suriname	296	296	B	C	FALSE	0
KF303235	Suriname	302	302	B	B	FALSE	209
KF303236	Netherlands	302	302	C	C	FALSE	212
KF303237	Netherlands	302	301	C	C	FALSE	200
KF303238	Netherlands	302	302	C	C	FALSE	209
KF303239	Netherlands	302	302	C	C	FALSE	200
KF303240	Netherlands	302	302	C	C	FALSE	209
KF303241	Netherlands	302	302	C	C	FALSE	206
KF303242	Netherlands	302	302	C	C	FALSE	209
KF303244	Netherlands	289	288	C	C	FALSE	0
KF303245	Netherlands	302	302	C	C	FALSE	209
KF303246	Netherlands	302	302	C	C	FALSE	209
KF303247	Netherlands	302	302	C	C	FALSE	209
KF303248	Suriname	302	302	C	C	FALSE	0
KF303249	Suriname	302	302	C	C	FALSE	206
KF303250	Suriname	302	302	C	C	FALSE	209
KF303251	Suriname	302	302	C	C	FALSE	209
KF303252	Suriname	302	302	C	C	FALSE	209
KF303253	Suriname	302	302	C	C	FALSE	200
KF303254	Suriname	302	302	C	C	FALSE	209
KF303255	Netherlands	302	302	D	D	FALSE	209
KF303256	Netherlands	302	302	D	D	FALSE	209
KF303257	Netherlands	302	302	D	D	FALSE	209
KF303258	Netherlands	302	301	D	D	FALSE	209
KF303259	Netherlands	302	302	D	D	FALSE	209
KF303260	Netherlands	302	302	D	D	FALSE	209
KF303261	Netherlands	302	302	D	D	FALSE	212
KF303262	Netherlands	302	302	D	D	FALSE	209
KF303263	Netherlands	302	302	D	D	FALSE	209
KF303264	Netherlands	302	302	D	D	FALSE	209
KF303265	Netherlands	302	302	D	D	FALSE	209
KF303266	Suriname	302	302	D	D	FALSE	209
KF303267	Netherlands	302	302	D	D	FALSE	209
KF303268	Netherlands	302	302	D	D	FALSE	209
KF303269	Netherlands	302	302	D	D	FALSE	212
KF303270	Netherlands	302	302	D	D	FALSE	209
KF303271	Netherlands	302	302	D	D	FALSE	209
KF303272	Netherlands	302	302	D	D	FALSE	209
KF303273	Netherlands	302	302	D	D	FALSE	209
KF303274	Netherlands	302	302	D	C	FALSE	209
KF303275	Netherlands	287	287	D	D	FALSE	189
KF303276	Netherlands	302	301	D	A	FALSE	212
KF303277	Netherlands	302	302	D	D	FALSE	212
KF303278	Netherlands	302	302	E	E	FALSE	212
KF303279	Netherlands	302	297	E	E	FALSE	212
KF303280	Netherlands	302	298	E	E	FALSE	212
KF303281	Netherlands	302	302	G	G	FALSE	200
KF303282	Netherlands	302	302	H	H	FALSE	0
KF303283	Netherlands	302	302	-	B	FALSE	0
KF303284	Suriname	260	260	-	C	FALSE	0
KF303285	Netherlands	244	244	-	D	FALSE	155
KF356417	Mexico	3187	3187	H	H	FALSE	0
KF373033	China	3215	3215	-	I	FALSE	0
KF373034	China	3215	3215	-	I	FALSE	0
KF373035	China	3215	3215	-	I	FALSE	0
KF373036	China	3215	3215	-	I	FALSE	0
KF373037	China	3215	3215	-	I	FALSE	0
KF373038	China	3215	3215	-	I	FALSE	0
KF373039	China	3215	3215	-	I	FALSE	0
KF373040	China	3215	3215	-	I	FALSE	0
KF373041	China	3215	3215	-	I	FALSE	0
KF414644	Venezuela	330	330	F	F	FALSE	0
KF414645	Venezuela	338	338	F	F	FALSE	0
KF414646	Venezuela	709	709	C	C	FALSE	0
KF414647	Venezuela	665	665	F	F	FALSE	0
KF414648	Venezuela	648	648	F	F	FALSE	0
KF414649	Venezuela	714	714	F	F	FALSE	0
KF414650	Venezuela	714	714	F	F	FALSE	0
KF414651	Venezuela	676	676	F	F	FALSE	0
KF414652	Venezuela	312	312	F	F	FALSE	0
KF414653	Venezuela	1249	1249	F	F	FALSE	0
KF414654	Venezuela	711	711	F	F/H	FALSE	0
KF414655	Venezuela	705	705	F	F	FALSE	0
KF414656	Venezuela	713	713	F	F	FALSE	0
KF414657	Venezuela	717	717	F	F	FALSE	0
KF414658	Venezuela	709	709	F	F	FALSE	0
KF414659	Venezuela	1167	1167	F	F	FALSE	0
KF414660	Venezuela	714	714	D	D	FALSE	0
KF414661	Venezuela	1304	1304	F	F	FALSE	0
KF414662	Venezuela	716	716	F	F	FALSE	0
KF414663	Venezuela	871	871	F	F	FALSE	0
KF414664	Venezuela	963	963	F	F	FALSE	0
KF414665	Venezuela	703	703	D	D	FALSE	0
KF414666	Venezuela	1434	1434	F	F	FALSE	0
KF414667	Venezuela	1290	1290	F	F	FALSE	0
KF414668	Venezuela	1174	1174	F	F	FALSE	0
KF414669	Venezuela	939	939	F	F	FALSE	0
KF414670	Venezuela	710	710	F	F	FALSE	0
KF414671	Venezuela	1016	1016	F	F	FALSE	0
KF414672	Venezuela	1014	1014	F	F	FALSE	0
KF414673	Venezuela	954	954	F	F	FALSE	0
KF414674	Venezuela	684	684	F	F	FALSE	0
KF414675	Venezuela	969	969	F	F	FALSE	0
KF414676	Venezuela	715	715	F	F	FALSE	0
KF414677	Venezuela	717	717	F	F	FALSE	0
KF414678	Venezuela	1288	1288	A	A	FALSE	0
KF414679	Venezuela	3248	3248	G	G	FALSE	0
KF414979	-	446	446	D	D	FALSE	76
KF414980	-	446	446	D	D	FALSE	79
KF414981	-	446	446	D	D	FALSE	76
KF414982	-	446	446	D	D	FALSE	79
KF414983	-	446	446	D	D	FALSE	79
KF414984	-	446	446	D	D	FALSE	79
KF414985	-	446	446	D	D	FALSE	79
KF414986	-	446	446	D	D	FALSE	79
KF414987	-	446	446	D	D	FALSE	79
KF414988	-	446	446	D	D	FALSE	79
KF414989	-	446	446	D	D	FALSE	79
KF414990	-	446	446	D	D	FALSE	79
KF414991	-	446	446	D	D	FALSE	82
KF414992	-	446	446	D	D	FALSE	79
KF414993	-	446	446	D	D	FALSE	79
KF414994	-	446	446	D	D	FALSE	79
KF414995	-	446	446	D	D	FALSE	79
KF414996	-	446	446	D	D	FALSE	79
KF414997	-	446	446	D	D	FALSE	82
KF414998	-	446	446	D	D	FALSE	79
KF414999	-	446	446	D	D	FALSE	82
KF415000	-	446	446	D	D	FALSE	79
KF415001	-	446	446	D	D	FALSE	79
KF415002	-	446	446	D	D	FALSE	79
KF415003	-	446	446	D	D	FALSE	79
KF415004	-	446	446	D	D	FALSE	78
KF415005	-	446	446	D	D	FALSE	79
KF415006	-	446	446	D	D	FALSE	79
KF415007	-	446	446	D	D	FALSE	79
KF415008	-	446	446	D	D	FALSE	79
KF415009	-	446	446	D	D	FALSE	79
KF415010	-	446	446	D	D	FALSE	82
KF415011	-	446	446	D	D	FALSE	79
KF415012	-	446	446	D	D	FALSE	79
KF415013	-	446	446	D	D	FALSE	79
KF415014	-	446	446	D	D	FALSE	79
KF415015	-	446	446	D	D	FALSE	79
KF415016	-	446	446	D	D	FALSE	79
KF415017	-	446	446	D	D	FALSE	79
KF415018	-	446	446	D	D	FALSE	76
KF415019	-	446	446	D	D	FALSE	79
KF415020	-	446	446	D	D	FALSE	77
KF415021	-	446	446	D	D	FALSE	82
KF415022	-	446	446	D	D	FALSE	79
KF415023	-	446	446	D	D	FALSE	79
KF415024	-	446	446	D	D	FALSE	79
KF415025	-	446	446	D	D	FALSE	79
KF415026	-	446	446	D	D	FALSE	79
KF415027	-	446	446	D	D	FALSE	76
KF415028	-	446	446	D	D	FALSE	79
KF415029	-	446	446	D	D	FALSE	75
KF415030	-	446	446	D	D	FALSE	79
KF415031	-	446	446	D	D	FALSE	79
KF415032	-	446	446	D	D	FALSE	79
KF415033	-	446	446	D	D	FALSE	79
KF415034	-	446	446	D	D	FALSE	82
KF415035	-	446	446	D	D	FALSE	79
KF415036	-	446	446	D	D	FALSE	79
KF415037	-	446	446	D	D	FALSE	79
KF415038	-	446	446	D	D	FALSE	79
KF415039	-	446	446	D	D	FALSE	79
KF415040	-	446	446	D	D	FALSE	79
KF415041	-	263	263	D	D	FALSE	0
KF415042	-	263	263	D	D	FALSE	79
KF415043	-	413	413	D	D	FALSE	82
KF415044	-	443	443	D	D	FALSE	76
KF415045	-	422	422	D	D	FALSE	0
KF415046	-	410	410	D	D	FALSE	0
KF415047	-	392	392	D	D	FALSE	0
KF415048	-	425	425	D	D	FALSE	0
KF415049	-	434	434	D	D	FALSE	0
KF415050	-	440	440	D	D	FALSE	73
KF415051	-	443	443	D	D	FALSE	76
KF415052	-	434	434	D	D	FALSE	0
KF415053	-	395	395	D	D	FALSE	66
KF415054	-	392	392	D	D	FALSE	66
KF415055	-	400	400	D	D	FALSE	70
KF415056	-	320	320	D	D	FALSE	79
KF415057	-	413	413	D	D	FALSE	79
KF415058	-	401	401	D	D	FALSE	0
KF415059	-	390	390	D	D	FALSE	0
KF415060	-	413	413	D	D	FALSE	79
KF415061	-	407	407	D	D	FALSE	79
KF415062	-	407	407	D	D	FALSE	82
KF415063	-	405	405	D	D	FALSE	79
KF415064	-	405	405	D	D	FALSE	79
KF415065	-	405	405	D	D	FALSE	79
KF415066	-	405	405	D	D	FALSE	79
KF415067	-	393	393	D	D	FALSE	0
KF415068	-	402	402	D	D	FALSE	79
KF415069	-	384	384	D	D	FALSE	79
KF415070	-	418	418	D	D	FALSE	82
KF415071	-	428	428	D	D	FALSE	79
KF415072	-	435	435	D	D	FALSE	82
KF415073	-	479	479	A	A	FALSE	0
KF415074	-	479	479	A	A	FALSE	0
KF415075	-	479	479	A	A	FALSE	0
KF415076	-	479	479	A	A	FALSE	82
KF425553	China	3215	3215	-	I	FALSE	0
KF425554	China	3215	3215	-	I	FALSE	0
KF425555	China	3194	3194	-	I	FALSE	0
KF425556	China	3215	3215	-	I	FALSE	0
KF425557	China	3215	3215	-	I	FALSE	0
KF470784	Pakistan	489	489	D	D	FALSE	153
KF470785	Pakistan	471	471	D	D	FALSE	153
KF470786	Pakistan	471	471	D	D	FALSE	153
KF470787	Pakistan	471	471	D	D	FALSE	153
KF471640	Iran	3182	3182	D	D	FALSE	0
KF471641	Iran	3182	3182	D	D	FALSE	0
KF471642	Iran	3182	3182	D	D	FALSE	0
KF471643	Iran	3182	3182	D	D	FALSE	0
KF471644	Iran	3182	3182	D	D	FALSE	0
KF471645	Iran	3182	3182	D	D	FALSE	0
KF471646	Iran	3182	3182	D	D	FALSE	0
KF471647	Iran	3182	3182	D	D	FALSE	0
KF471648	Iran	3182	3182	D	D	FALSE	0
KF471649	Iran	3182	3182	D	D	FALSE	0
KF471650	Iran	3182	3182	D	D	FALSE	0
KF471651	Iran	3173	3173	D	D	FALSE	0
KF471652	Iran	3182	3182	D	D	FALSE	0
KF471653	Iran	3155	3155	D	D	FALSE	0
KF471654	Iran	3182	3182	D	D	FALSE	0
